sentence,overall
"Máy[0,2,neu] đang dùngổn. nhưng dịch vụ ship[32,43,neu] Tiki nay không còn tốt nhưtrước, làm khách rất không antâm. Hàng xác nhận giao trước11h. 10h47 Shipper gọi báo có đơn hàng Tiki giao tại địa chỉ của mình(đọc rất rõ ràng địachỉ) rồi kêu mình đọc OTP để nhậnhàng. Mình không đồng ý và yêu cầu sẽ đọc mã sau khi mình xuống nhận và kiểm tra niêm phong hàng đầyđủ, thì shipper báo vậy đến trễ30p, vô lý quásức, trường hợp trễ thì ngay từ đầu xin lỗi và báo khach là sẽ đến trễ sao lại yêu cầu đọc mã OTPtrước. cuối cùng là trễ gần 1 tiếng mới tớigiao. mình có gọi phản ánh ngay với Chăm sóc kháchhàng. Viết lên để mọi người cẩn thận với những trường hợp gọi kêu đọc mã OTPtrước, đọc xong xem như đã nhậnhàng, giả sử phát sinh trường hợp xấu thì do khách tiết lộ mãOTP.",neg
"Dịch vụ[0,6,neg]kém, giao hàng[21,29,neg] chậm hơn 1 tuần nhưng không đc thông báo rõràng. Hàng mua gần 25tr mà giống hàng chợ25k, nhìn cách đóng gói[141,148,neg] và vận chuyển[166,175,neg] ra thùng hàng bung bét thế kia là hiểu cách làm ăn rasao. Sẽ không mua lại lần2!",neg
"Mình xin được review một chút về chính sách khuyến mãi củatiki. Mình mua đt trong chương trình khuyến mãi làm thẻ tiki platinum củatiki, tuy nhiên mình không nhận được hoàn tiền 3tr nên có gửi email cho bộ phận cskh của tiki thì được trả lời là vì số lượng có giới hạn(300ng) nên mình không nhận được khoản hoànnày. Tuynhiên, lúc mình mua đt là16/12 trong khi ctkm kéo dài tới tận31/12. Mình cảm thấy hình như mình bị tiki lừa để làm thẻ để mua sản phẩm hay sao ấy vì nếu đã đủ số lượng giới hạn thì vì sao tiki vẫn không thông báo trước khi mình mua hàngnhỉ? Mình thật sự thất vọng về cách chạy ctkm của tiki lầnnày!",
"Giao hàng[0,8,p]nhanh. Sản phẩm giá trị cao nhưng đóng hộp[51,58,neu] đơn giảnquá. Lúc mình nhận được thì hộp ngoài[107,115,neg] đã móp méo rồi cũng may ko ảnh hưởng sảnphẩm. Tiki nên đóng hộp cứng cáp hơn nữa",neu
"Giao[0,3,p] đúnghẹn, máy mới nguyênseal, chưaactive. Pin[53,55,p] dùng rấtổn, em dùng cũng khá là liên tục nhưng pin dùng được hơn 1ngày. Máy[138,140,p] chạy cũngmượt. Giá cả[168,173,neu] cũng ok nữa 👍🏻 Vẫn luôn tin Tiki hơn các app khác ở các hàng điệntử, giá trịcao. 5⭐️ cho Tiki ạ",p
" Giao hàng[1,9,p]nhanh, sớm hơn dựkiến. Máy[40,42,p] đẹp cầm chắc chắn",p
"Đặt hàng xong ta nói hồi hộp gì đâu luôná, k lo về chất lượng hàng hoá của TikiTrading, chỉ sợ gặp vấn đề ở khâu vận chuyểnthôi. Nhưng rất may là mọi thứ đềuok….",
"Ship[0,3,p]nhanh,lẹ, còn nguyên seal tiki dán 2 bên sườnmáy. Ip đời mới hộp seal giấy chắc chưa làm nhái được nên khá yêntâm. Máy[126,128,p][126,128,p] mãVN, dùng ok ổnđịnh. Camera[163,168,p] xịnxò, video[188,192,p] có chế độ cinematic xoáfont. Máy nhẹ cầm êm tay hơn promaxnhiềuuuu, giá hợplý, k cần thiết phải mua pro hoặc promax. Dung lượng[333,342,neu] 128g vừaphải, thích thêm dung lượng thì up bớt lên drive hoặc muacloud, mua máy 256 hoặc 512 phí tiền",p
"Giáo hàng[0,8,p]nhanh, iPhone hộp còn nguyên seal hoàn toànmới. Cách thức giao nhận hàng[75,88,p] an toàn tuyệt đối không sợ bị tráo- nên mua củaTikiTrading. iPhone 13 nhanh tụt pin khuyến khích nên mua iPhone 13 Pro Max",p
"Về tính năng thì tin tức đã quá nhiềurồi. Tiki giao hàng[47,55,p]nhanh, cẩnthận. Mặc dù đặt sản phẩm giá trị cao nhưng yêntâm. Mình tặng nên khôngdùng, nhưng thời điểm hiện tại đang rấtổn. Mong sẽ có nhiều lựa chọn hơn ở Tiki trong tương lai=))",p
"Lúc mới mua mình cũng run lắm vì lần đầu mua hàng giá trị cao đến vậy ở thương mại điệntử. Hàng chuyển từ Hn vào HcM mất 4ngày. Mình mua trả góp và áp mã giảm giá dc400k. Tổng giá trị là 23tr3 hơn 1xíu. Giá[203,205,neu] cũngổn. Trả góp mỗi tháng2tr. Check imei trùng khớp với vỏhộp. Mình có quay clip khi nhận hàng cho yêntâm.",neu
Tuyệtvời! ThanksTiki! Lần đầu mua sp đến hơn 20tr và hàng phải chuyển từ HCM ra Ninh Bình hơi hồihộp. Ủng hộ Tiki,
"Đã nhận đượchàng. Chínhhãng, giao hàng[29,37,p]nhanh, giá[54,56,p]tốt. Mình mua ip 13pink, kết hợp ưu đãi thẻ Sacombank và chương trình của Tiki nên giá chỉ20980k. Nhưng mình kiểm tra mail thì không thấy hoá đơnVAT. Lúc mua hàng có mục tick vào yêu cầu hoáđơn, tuy nhiên là xuất chocty? Vì mình bỏ thông tin tên mình và địa chỉ thì mục này yêu cầu phải có mã sốthuế. Mình đọc thấy nếu không thể hiện thông tin tại mục Yêu cầu hoá đơn thì sẽ xuất hoá đơn như địa chỉ giaohàng. Nhưng vẫn chưa thấyđâu. Mong Tiki giải quyết giúpnhé. Cámơn.",p
"Nguyên siu dt[11,12,p] rất đẹp mọi chức năngok, tks shop và tiki",p
"Mình mua ngày15/2/2022. Lần đầu mình mua iphone trênTiki. Đóng gói[63,65,p] cẩnthận, Phụ kiện[85,92,neu] đầyđủ, Giao hàng[112,120,p]nhanh. Nhưng màn hình[145,152,neg] bị ámvàng. Mọi người mua nên kiểm trakỹ. Rất mong Tiki giúpđỡ.",neu
"Tấm nền có cái tông màu vàng nhìn mỏi cảmắt, màu sắc nhạt nhòa đáng thấtvọng, mua xong 1 giờ mà muốn trả lại ngay và liền luôn",
"Mình mua ip13 blue hôm12/12, đặt buổi đêm mà sáng sớm hôm sau mang đếnngay. Canh sales kết hợp thẻ Tiki card nên giá[113,115,p] hạtdẻ. Nguyên giá22,990k - Voucher giảm320k - Hoàn tiền 600k từ Tiki card(sau 1tháng) - Hoàn tiền 3tr từ Tiki card(sau1.5tháng)- đã có xác nhận qua phone từSacombank - Hoàn tiền shopback 680k(sau 2tháng) - Hoàn50% phí thường niên thẻ tín dụng ~ 500k Cuối cùng chỉ trả total máy này18.2tr, giá quátốt.",p
"Mua hàng của Tiki Trading là luôn yêntâm. Đóng gói[42,49,p] cẩnthận, giao hàng[69,77,p] siêu nhanh và an toàn(ở Hà Nội nên ngay ngày hôm sau đã nhận đchàng). Giá[158,160,p] tốt nhất thịtrường, sau khi áp ưu đãi Moca giảm1tr5, còn22.490k.",p
"Giao hàng[0,8,p]nhanh, mã VN giá[29,31,p] phù hợp Trải nghiệm rồi sẽ đánh giá thêm",p
"Dịch vụ tikinow[8,14,neg] giao hàng[16,24,neg] ko đúng camkết. App báo 21h30 giao nhưng phải gọi điện cskh dí hoài thì tới 13h ngày hôm sau mới đcgiao. Sản phẩm[142,149,p]5* tikinow1*",neu
"Đẹp, Sale đúng màu đen mìnhthích. Dùng rấtmượt, đã dùng 2 ngày chưa có j phátsinh. Dùng Shop back mua hoàn tiền 700k nhưng đóng 1tr tiền“ngu” cho cái thẻ visaplatinum.",
"Sản phẩm[0,7,p] nguyên sealApple, thêm tem niêm phong của Tiki nên rất yêntâm, giao hàng giá trị cao mà đã thanh toán sẽ có tin nhắn mã OTP để xác nhận khi nhậnhàng, rất chuđáo.12/12 nên đặt được giátốt.",p
"hi, mình vừa đặt đơn hàng mua iphone13, mà về checkactive, bảo hành ở tranghttps://checkcoverage.apple.com/ thì nhập toàn bị báo sai mã IMEI là saonhỉ?",
"Dịch vụ hỗ trợ khách hàng của Tiki[0,33,neg] thật sự tệạ, do đơn hàng giao đến nhà riêng của mình trễ hơn dự kiến nên mình muốn đổi địa chỉ nhận sang văn phòng làm việc mà phải gọi hơn chục cuộc gọi để nhờ nhân viên Tiki hỗtrợ, cuối cùng mình tự gọi đến Hub củaJ&T để nhờ nhân viên đổi địa chỉ thì 2 ngày sau là mình nhận đượcluôn. Tổng cộng mất hết cả tuần mình mới nhận được điện thoại",neg
"Sạc[0,2,neg] bị nóngmáy. Có ai bị giống mìnhkhông? Mình mua sạc iphone chính hãng ởTGDD. Giao hàng[89,97,p] nhanh nhưng shipper[120,126,neg] hơi khóchịu. Đóng gói[154,161,p]kỹ.",neg
"Lần thứ 2 mua hàng qua tiki Cũng là lần thứ 2 mua điện thoại trên mạng Săn sale12/12 nên được giảm rất nhiều Add voucher1,5tr + hoàn644k( nhưng14/2 mới nhậnđược) Hàng[162,166,p] chuẩnVN, nguyênseal, giá[200,202,neu] ok",p
"Tiki giao hàng[5,13,p] siêu nhanhluôn. Đặt hàng từ HN chiều hômtrước, sáng hôm sau đã gọi giao hàng dù mình ở HP:) hàng[112,118,p] nguyênSeal, mình chưa bóc vì chờ đến sinh nhật vk mới tặng nên chất lượng đánh giá sau:)",p
"Nhận hàng mấy chục củ nhưng Tiki chỉ chèn một ít giấy bìa cứng nên hơi thấy vọng mộttẹo. Mong Tiki cải thiện để giá trị của sản phẩm được xứngđáng. Đt ip[148,152,neu] thì mới hoạt độngỔn!",neu
"Máy[0,2,p] nguyênseal, nhưng màu[29,31,neg] hồng hơinhạt, nhìn như màutrắng, thêm 30k để giao siêu tốc mà shipper[106,112,neg] cáukỉnh, cuối giờ thang máy chậm với trẻ con nghịch xuống chậm chút xíu mà cáu nhặnglên, nói đi nóilại!",neg
"Giao hàng[0,8,p] rấtnhanh.Mình đã sử dụng được 1 tuầnổn,sử dụng thêm thời gian nữa xem sao",p
"Shop giao hàng[5,13,p]nhanh. Sản phẩm[29,36,p] đẹp nguyên hộp nguyênseal. Chất lượng[74,83,p] nhưhình.",p
"Giao hàng[0,8,p] rấtnhạnh, đặt chiều hôm trước sáng hôm sau nhậnmáy[64,66,p], máy chuẩn appplevn/a. Ủng hộ tiki",p
"Tiki giao hàng[5,13,p] đúnghẹn. Cẩnthận. Máy[41,43,p] nguyênseal, thêm cái tem dán ngoài vỏ của tikinữa. Mà cái hộp giờ mỏng lét dính bàn tay cục súc của mình nó đã văng khỏi hộp ngay phút mở màn làm cấn 1 ít ở khung( khung nhôm nên dễ cấn lắmđó) mn khi bóc nhớ cẩn thận 😂",p
"Giao hàng[0,8,p] bảomật, máy[25,27,p]đẹp, đúng với chính hãng Apple ViệtNam, giao hàng[77,85,p]nhanh, rất hài lòng với dịch vụ của Tiki",p
"Lần thứ 2 mua dt củaTiki, rấtưnggg, ngày hẹn giao5/11 mà bất ngờ nhận ngay ngày hsau trong 1 chiều mưa tầmtã, thương bạnshipper. Hàng[129,132,p] chính hãng nên khỏi phảibàn, thêm voucher giảm giá quáđỉnh.... Sẽ ủng hộ những lần tiếptheo...",p
"Màu[0,2,p] đỏ rấtđẹp. Nhưng gỡ seal màn hình[36,43,neg] ra thì thấy góc trái màn hình bịtrầy. Đã mua nhiều đồ công nghệ trên tiki nhưng lần này hơi thấtvọng.",neg
"Tạmđược, giao[9,12,p]nhanh, hàng khuyến nghịmua.",neu
"giao hàng[0,8,p] đúng hẹn chất lượng[26,35,p]tốt,hy vọng thời gian xài ko bị sự cố ngoài ý muốn",p
"Giao hàng[0,8,p]nhanh. Hàng[23,26,p] chính hãng nguyênseal, máy nhìn ngoại hình[69,78,p] thấyổn,đẹp. Tiki Trading đóng gói[114,121,p] cẩn thận hàng có giá trị nên rất hài lòng",p
"hàng[0,3,p] chuẩnVNA, giao hàng[22,30,p] sớm hơn dựkiến, mình ở HN thấy đơn giao từ HCM ra hẹn2/11 giao nhưng26/10 đã giao tớirồi. đã dùng 2 ngày chưa thấy vấn đềgì, giá[166,168,p] tốt hơn các cửa hàng bên ngoài",p
"Đã nhận sảnphẩm, hàng VN chínhhãng, sản phẩm giao[45,48,p]nhanhhhh, đã sử dụng thời gian dàiiii và chưa có vấn đề xảyra, mình dùng màu đen128gb, khi mua từ tiki luôn cảm thấy an toàn",p
"Sản phẩm[0,7,p] chínhhãng,đóng gói cẩnthận, giao hàng[44,52,p]nhanh. Luôn tin tưởng tiki với với những mặt hàng giátrị.",p
"tiki giao[5,8,p] rấtnhanh, có mã xác nhận được gửi tin nhắn và email để cung cấp cho nhân viên giao nhận do đơn hàng có giá trị cao và trả tiềntrước. Giá cả[150,155,p] cũng như dịch vụ[177,183,p] của tiki trading thì quátốt.",p
Mua iphone từ tiki trading là lúc nào cũng yên tâm hàng chuẩn,
"Mình mua27/11 giá22.990.000, dùng thẻ visa tiki platinum có chương trình hoàn 3 triệu bonus thêm thẻ hoàn6*** nên cũng khá oki Giao hàngnhanh, đóng gói[143,150,p] kĩ",p
"Sản phẩm[0,7,p] chínhhãng, màu[27,29,p] đỏ nhìn đẹpquá. Luôn ưu tiên mua hàng điện tử trên Tiki",p
"Tiki giao hàng[5,13,p]nhanh, máy mình check tất cả đềuổn, giá[58,60,p] rẻ hơn thị trường1tr5. Mình sẽ sử dụng thêm 1 tgian và sẽ quay lại đánh giásau.",p
"Giao[0,3,p] siêunhanh, hàng[23,26,p] chính hãng chấtlượng. Cám ơn tiki và shop nhiều",p
"tôi đang dùng iphone 6s khi đổi qua ip 13 thì thấy bị ámvàng, màu rất xấu và sóng yếu(1-2vạch)- tôi ở ku vực quận9, khi so màu với vsmart vợ tôi dùng cũng khôngbằng. tiki liên hệ tôi đổi lại máykhác.",
"A bit late in shipping even we are based in district3, HCMcity. Still, no complaint on thephone. And the combined discount makes this deal a steal(-3.5m), although the stock is verylimited.Overall, I am happy with this purchase",
"Tiki Trading là một gian hàng trực tuyến chuyên bán các sản phẩm chính hãng từ các thươnghiệu, được Tiki phân phối và bán hàng trực tiếp đến người tiêudùng. Có thể hiểu Tiki Trading giống như bất kì một shop online bất kỳ bán đa dạng sản phẩm trên nền tảng sàn thương mại Tiki với giá cả khá cạnhtranh.",
"Máy[0,2,p] đẹp xuấtsắc. Màn hình[24,31,neu] hơi bóng nhưng dán paperlike vào là viết và nhìn khá ổn(dán sẽ bớt độ bóng bẩy của mànhình). Vừa nhận hàng xong là Tiki kích hoạt liền ngày bảohành. Thân hộp[193,200,p] và máy[216,218,p] đúng sốseri.",p
"đóng[0,3,p] thùng to và đệm xốp bong bóng chắcchắn, bên trong là hộpipad. Chú ý khi mở hộp vì ipad nằm sát trênmặt. Hộp gồm cáp + adaptersạc, cổnglightning. Ipad cũng có jack3.5mm. Kết nối wifi mượtmà. Nếu không chơi game thì mấy ngày mới phải sạcpin. Lần sạc tầm2,5tiếng. Không chụp hình thì bộ nhớ 64Gb dư xài(hệ điều hành và file hệ thống sẽ chiếm khoảng 13Gb bộnhớ). Máy",p
"Từng dùng ip7 cam trước rõ nét hơn dù 7MP và đô phân giải thấp hơn, do màn hình[71,78,neu] lớn cungf độ phân giải thấp nên chụp ảnh portrait mờ, bộ nhớ dùng thêm một số ứng dụng xem trựctuyến, hạn chế tải, ko mxh, ít chụp mà vẫn khá tốn dùng lượng, 64GB phải dùng tiết chế dữ. Pin m dùng khoảng4-5 ngày cho k 30p tác vụ nhẹ, cảm ứng vân tay nhạy hơn so với S20ultra, di chuyển ảnh và đa nhiệm đối với người mới dùng MTB như m khá tốt",neu
Đúng mẫu máy mìnhchọn.Giao hàngnhanh.Đóng gói rất cẩn thận.bảo hành 1năm.💯💯💯💯💯💯💯💯🥰chuẩn chính hãng🫶🏻🥰 10đ không có nhưng❤️🥰,
"Mình mới bắt đầu dùng nên chưa biết chất lượng lâu dài nhưng máy[61,63,p] đẹp chắc chắn và dùng khá mượt",p
"Sản phẩm[0,7,p] rấttốt, giá cả[24,29,p] hợplý, xài rấtmượt, chơi game nặng thì hơi nhanh nóng máy còn dùng bt thìok, pin[117,119,p] dùng được lâu",p
"[0,-1,p]máy[0,2,p] moi100% nguỳen hộp,rất hài lòng sản phẫm,nhân viên giao hàng[59,78,p] vui vẽ nhiệt tình.minh mua hàng có giá trị thươfng mua trên tiki",p
"Công nhận sử dụng màn hình tần số quét cao 120hz quen rồi giờ quay ra mấy loại 60hz chóng mặt kinhkhủng. Ipad gen 9 giá rẻ hoàn thiện cựctốt, phần mềm[142,149,p] ngon phù hợp với các bạn thích vẽ trên mànhình, xem phim[210,217,p] cựcổn, lướt web[237,244,neu] hơi chóng mặt vì tần số quétthấp.",p
"Mua xong mới phát hiện có nút homenicator 😁 vẫn chưa phải nhận dạng khuôn mặt ko full màn hình 😁 so với Gen 10 thì Gen 10 ok hơn thanks shop, và anh vận chuyển ok lắm",
"Tiki lừa kháchhàng, rõ ràng để tặng Astra trị giá hơn400k, mà mua xong thì k đctặng, gọi điện thoại hỏi thì bảo thiếu điều kiện(thiếu điều kiện thì để tặng làmgì) rõ ràng trong trang bán hàng để tặng(hình đínhkèm), k thấy tặng thì mình đã mua bên*** rồi hàng chính hãng mà giá cũng tốthơn! Anh Em lưu ý cânnhắc, đừng để bị lừa giống như mình",
